"model","manufacturer","resolution_x","resolution_y","pixel_size_um","sensor_format","color_mode","shutter_type","max_fps","interface","bandwidth_mbps","bit_depth","dynamic_range_db","lens_mount"
"MV-CH650-90YM-M58S-NN V2","Hikrobot","9344","7000","3.2","29.9 mm x 22.4 mm","Mono","Global","71","CoaXPress","1200","12","66","M58"
"MV-CI003-GL-N15","Hikrobot","640","512","17","10.88 mm x 8.70 mm","","","50","GigE","120","12","0","M34*0.75"
"MV-CI003-GL-N25","Hikrobot","640","512","17","10.88 mm x 8.70 mm","","","50","GigE","120","12","0","M34*0.75"
"MV-CI003-GL-N35","Hikrobot","640","512","17","10.88 mm x 8.70 mm","","","50","GigE","120","12","0","M34*0.75"
"MV-CI003-GL-N6","Hikrobot","640","512","17","10.88 mm x 8.70 mm","","","50","GigE","120","12","0","M34*0.75"
"MV-CI003-GL-T6","Hikrobot","640","512","17","10.88 mm x 8.70 mm","","","50","GigE","120","12","0",""
"MV-CI013-GS-NN","Hikrobot","1280","1024","5","1/2""","","","91","GigE","120","12","56","C"
"MV-CI013-GS-TF","Hikrobot","1280","1024","5","1/2""","","","91","GigE","120","12","56","C"
"MV-CI013-GS-TH","Hikrobot","1280","1024","5","1/2""","","","91","GigE","120","12","56","C"
"MV-CI050-Y1S-NN","Hikrobot","2592","2056","3.45","1/1.4""","Mono","Global","120","CoaXPress","1200","12","50.6","C"
"MV-CM2020C-0H","Hikrobot","1920","1080","3.75","1/2""","Color","Rolling","60","","120","12","0","C"
"MV-CM3040C-1H","Hikrobot","2560","1440","2.9","1/1.88""","Color","Rolling","30","","120","12","0","C"
"MV-CM3040C-1H(MSD)","Hikrobot","2560","1440","2.9","1/1.88""","Color","Rolling","30","","120","12","0","C"
"MV-CM3120C-1H","Hikrobot","4096","3024","2","1/1.56""","Color","Rolling","30","","120","12","0","C"
"MV-CS004-10GC","Hikrobot","720","540","6.9","1/2.9""","Color","Global","125.2","GigE","120","12","0","C"
"MV-CS004-10GM","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","125.2","GigE","120","12","62.3","C"
"MV-CS004-10UC","Hikrobot","720","540","6.9","1/2.9""","Color","Global","526.5","USB3","380","12","68","C"
"MV-CS004-10UC V5","Hikrobot","720","540","6.9","1/2.9""","Color","Global","530","USB3","380","12","68","C"
"MV-CS004-10UM","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","526.5","USB3","380","12","73.6","C"
"MV-CS004-10UM V5","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","525.5","USB3","380","12","73.4","C"
"MV-CS004-11GC","Hikrobot","720","540","6.9","1/2.9""","Color","Global","312.9","GigE","120","12","73.6","C"
"MV-CS004-11GM","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","312.9","GigE","120","12","73.6","C"
"MV-CS013-60GN","Hikrobot","1224","1024","6.9","2/3""","Near-infrared","Global","59.2","GigE","120","12","73.9","C"
"MV-CS013-80GC","Hikrobot","1280","1024","4","1/2.7""","Color","Global","89.9","GigE","120","12","57","C"
"MV-CS013-80GM","Hikrobot","1280","1024","4","1/2.7""","Mono","Global","89.9","GigE","120","12","57","C"
"MV-CS013-80UC","Hikrobot","1280","1024","4","1/2.7""","Color","Global","240.4","USB3","380","12","57","C"
"MV-CS013-80UM","Hikrobot","1280","1024","4","1/2.7""","Mono","Global","240.4","USB3","380","12","57","C"
"MV-CS016-10GC","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","65.2","GigE","120","12","0","C"
"MV-CS016-10GM","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","65.2","GigE","120","12","65.4","C"
"MV-CS016-10UC","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","249.1","USB3","380","12","71.1","C"
"MV-CS016-10UC V5","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","249.1","USB3","380","12","70.8","C"
"MV-CS016-10UM","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","249.1","USB3","380","12","71.1","C"
"MV-CS016-10UM V5","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","249.1","USB3","380","12","70.8","C"
"MV-CS016-11GM","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","78.2","GigE","120","12","74","C"
"MV-CS020-10GC","Hikrobot","1624","1240","4.5","1/1.7""","Color","Global","60","GigE","120","12","72.1","C"
"MV-CS020-10GM","Hikrobot","1624","1240","4.5","1/1.7""","Mono","Global","60","GigE","120","12","72.1","C"
"MV-CS020-10UC","Hikrobot","1624","1240","4.5","1/1.7""","Color","Global","90","USB3","380","12","71.5","C"
"MV-CS020-10UM","Hikrobot","1624","1240","4.5","1/1.7""","Mono","Global","90","USB3","380","12","71.5","C"
"MV-CS020-60GC","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","60.3","GigE","120","12","66.6","C"
"MV-CS020-60GM","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","60.3","GigE","120","12","66.6","C"
"MV-CS023-10GC","Hikrobot","1920","1200","5.86","1/1.2""","Color","Global","41","GigE","120","12","72.6","C"
"MV-CS023-10GM","Hikrobot","1920","1200","5.86","1/1.2""","Mono","Global","41","GigE","120","12","72.6","C"
"MV-CS023-10UC","Hikrobot","1920","1200","5.86","1/1.2""","Color","Global","41","USB3","380","12","70","C"
"MV-CS023-10UM","Hikrobot","1920","1200","5.86","1/1.2""","Mono","Global","41","USB3","380","12","70","C"
"MV-CS028-10UM","Hikrobot","1936","1464","4.5","2/3""","Mono","Global","132.2","USB3","380","12","71.1","C"
"MV-CS032-10GC","Hikrobot","2048","1536","3.45","1/1.8""","Color","Global","38.1","GigE","120","12","71.5","C"
"MV-CS032-10GM","Hikrobot","2048","1536","3.45","1/1.8""","Mono","Global","38.1","GigE","120","12","71.5","C"
"MV-CS032-60GC","Hikrobot","2048","1536","3.45","1/1.8""","Color","Global","38.6","GigE","120","12","73.9","C"
"MV-CS032-60GC V5","Hikrobot","2048","1536","3.45","1/1.8""","Color","Global","38.9","GigE","120","12","73.9","C"
"MV-CS032-60GM","Hikrobot","2048","1536","3.45","1/1.8""","Mono","Global","38.6","GigE","120","12","73.9","C"
"MV-CS032-60GM V5","Hikrobot","2048","1536","3.45","1/1.8""","Mono","Global","38.9","GigE","120","12","73.9","C"
"MV-CS040-A0UC","Hikrobot","2048","2048","5.5","1""","Color","Global","90.1","USB3","380","12","59.7","C"
"MV-CS040-A0UM","Hikrobot","2048","2048","5.5","1""","Mono","Global","90.1","USB3","380","12","59.7","C"
"MV-CS050-10GC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","24.2","GigE","120","12","0","C"
"MV-CS050-10GC-PRO","Hikrobot","2448","2048","3.45","2/3""","Color","Global","24.2","GigE","120","12","0","C"
"MV-CS050-10GM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","24.2","GigE","120","12","71","C"
"MV-CS050-10GM-PRO","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","24.2","GigE","120","12","71","C"
"MV-CS050-10UC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","60","USB3","380","12","71","C"
"MV-CS050-10UM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","60","USB3","380","12","71","C"
"MV-CS050-20GC","Hikrobot","2592","2048","3.2","2/3""","Color","Global","22.7","GigE","120","12","66","C"
"MV-CS050-20GM","Hikrobot","2592","2048","3.2","2/3""","Mono","Global","22.7","GigE","120","12","66","C"
"MV-CS050-60GC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","23","GigE","120","12","73.9","C"
"MV-CS050-60GC V5","Hikrobot","2448","2048","3.45","2/3""","Color","Global","24.4","GigE","120","12","73.9","C"
"MV-CS050-60GM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","23","GigE","120","12","73.9","C"
"MV-CS050-60GM V5","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","24.4","GigE","120","12","73.9","C"
"MV-CS050-60GN","Hikrobot","2448","2048","3.45","2/3""","Near IR","Global","23","GigE","120","12","73.9","C"
"MV-CS050-60UC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","60","USB3","380","12","73.9","C"
"MV-CS050-60UC V5","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","60","USB3","380","12","73.9","C"
"MV-CS050-60UM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","60","USB3","380","12","73.9","C"
"MV-CS050-60UM V5","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","60","USB3","380","12","73.9","C"
"MV-CS050-80GC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","24","GigE","120","12","61.8","C"
"MV-CS050-80GM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","24","GigE","120","12","61.6","C"
"MV-CS050-80UC","Hikrobot","2448","2048","3.45","2/3""","Color","Global","80","USB3","380","12","61.8","C"
"MV-CS050-80UM","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","80","USB3","380","12","60.9","C"
"MV-CS050-90GC","Hikrobot","2448","2048","3.4","2/3""","Color","Global","24.2","GigE","120","12","66","C"
"MV-CS050-90GM","Hikrobot","2448","2048","3.4","2/3""","Mono","Global","24.2","GigE","120","12","66","C"
"MV-CS060-10GC","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","19.1","GigE","120","12","0","C"
"MV-CS060-10GC V5","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","19.5","GigE","120","12","71.3","C"
"MV-CS060-10GC-PRO","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","19.1","GigE","120","12","0","C"
"MV-CS060-10GM","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","19.1","GigE","120","12","71.5","C"
"MV-CS060-10GM V5","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","19.5","GigE","120","12","71.3","C"
"MV-CS060-10GM-PRO","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","19.1","GigE","120","12","71.5","C"
"MV-CS060-10UC","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","60.9","USB3","380","12","66.2","C"
"MV-CS060-10UC-PRO","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","59.6","USB3","380","12","0","C"
"MV-CS060-10UM","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","60.9","USB3","380","12","66.2","C"
"MV-CS060-10UM-PRO","Hikrobot","3072","2048","2.4","1/1.8""","Mono","Rolling","59.6","USB3","380","12","66.2","C"
"MV-CS060-RC","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","42.7","USB3","380","12","71.3","C"
"MV-CS120-10GC V5","Hikrobot","4024","3036","1.85","1/1.7""","Color","Rolling","10","GigE","120","12","69.4","C"
"MV-CS120-10GM V5","Hikrobot","4024","3036","1.85","1/1.7""","Mono","Rolling","10","GigE","120","12","69.4","C"
"MV-CS120-10UC","Hikrobot","4024","3036","1.85","1/1.7""","Color","Rolling","29.4","USB3","380","12","70.5","C"
"MV-CS120-10UM","Hikrobot","4024","3036","1.85","1/1.7""","Mono","Rolling","29.4","USB3","380","12","70.5","C"
"MV-CS200-10GC","Hikrobot","5472","3648","2.4","1""","Color","Rolling","5.9","GigE","120","12","0","C"
"MV-CS200-10GC V5","Hikrobot","5472","3648","2.4","1""","Color","Rolling","5.9","GigE","120","12","65.5","C"
"MV-CS200-10GM","Hikrobot","5472","3648","2.4","1""","Mono","Rolling","5.9","GigE","120","12","65.7","C"
"MV-CS200-10GM V5","Hikrobot","5472","3648","2.4","1""","Mono","Rolling","5.9","GigE","120","12","65.5","C"
"MV-CS200-10GM-ADV","Hikrobot","5472","3648","2.4","1""","Mono","Rolling","5.9","GigE","120","12","65.5","C"
"MV-CS200-10UC","Hikrobot","5472","3648","2.4","1""","Color","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CS200-10UC V5","Hikrobot","5472","3648","2.4","1""","Color","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CS200-10UM","Hikrobot","5472","3648","2.4","1""","Mono","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CS200-10UM V5","Hikrobot","5472","3648","2.4","1""","Mono","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CS200-RC","Hikrobot","5472","3648","2.4","1""","Color","Rolling","19.2","USB3","380","12","65.5","C"
"MV-CT0CG0004/G/NN/NN","Hikrobot","720","540","6.9","1/2.9""","Color","Global","200.5","GigE","120","12","62.6","C"
"MV-CT0CG0016/G/NN/NN","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","78.2","GigE","120","12","68.3","C"
"MV-CT0CG0020/G/NN/NN","Hikrobot","1624","1240","3.45","1/2.53""","Color","Global","60.3","GigE","120","12","68.7","C"
"MV-CT0CG0032/G/NN/NN","Hikrobot","2048","1536","3.45","1/1.8""","Color","Global","39","GigE","120","12","73.9","C"
"MV-CT0CG0050/G/NN/NN","Hikrobot","2448","2048","3.45","2/3""","Color","Global","24.5","GigE","120","12","73.9","C"
"MV-CT0CG0060/R/NN/NN","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","19.5","GigE","120","12","71.3","C"
"MV-CT0CG0089/G/NN/NN","Hikrobot","4096","2160","3.45","1""","Color","Global","13.9","GigE","120","12","67.2","C"
"MV-CT0CG0120/G/NN/NN","Hikrobot","4096","3000","3.45","1.1""","Color","Global","9.9","GigE","120","12","67.2","C"
"MV-CT0CG0120/R/NN/NN","Hikrobot","4096","3024","2","1/1.56""","Color","Rolling","9.9","GigE","120","12","68.5","C"
"MV-CT0CG0200/R/NN/NN","Hikrobot","5472","3648","2.4","1""","Color","Rolling","5.9","GigE","120","12","65.9","C"
"MV-CT0CU0016/G/NN/NN","Hikrobot","1440","1080","3.45","1/2.9""","Color","Global","249","USB3","380","12","61","C"
"MV-CT0CU0020/G/NN/NN","Hikrobot","1624","1240","3.45","1/2.53""","Color","Global","180.1","USB3","380","12","68.5","C"
"MV-CT0CU0032/G/NN/NN","Hikrobot","2048","1536","3.45","1/1.8""","Color","Global","104.8","USB3","380","12","74.4","C"
"MV-CT0CU0050/G/NN/NN","Hikrobot","2448","2048","3.45","2/3""","Color","Global","80","USB3","380","12","74.4","C"
"MV-CT0CU0060/R/NN/NN","Hikrobot","3072","2048","2.4","1/1.8""","Color","Rolling","60.9","USB3","380","12","66.2","C"
"MV-CT0CU0089/G/NN/NN","Hikrobot","4096","2160","3.45","1""","Color","Global","42","USB3","380","12","67.4","C"
"MV-CT0CU0120/G/NN/NN","Hikrobot","4096","3000","3.45","1.1""","Color","Global","31","USB3","380","12","67.4","C"
"MV-CT0CU0200/R/NN/NN","Hikrobot","5472","3648","2.4","1""","Color","Rolling","19.3","USB3","380","12","66.1","C"
"MV-CT0MG0004/G/NN/NN","Hikrobot","720","540","6.9","1/2.9""","Mono","Global","200.5","GigE","120","12","62.3","C"
"MV-CT0MG0016/G/NN/NN","Hikrobot","1440","1080","3.45","1/2.9""","Mono","Global","78.2","GigE","120","12","68.5","C"
"MV-CT0MG0020/G/NN/NN","Hikrobot","1624","1240","3.45","1/2.53""","Mono","Global","60.3","GigE","120","12","68.5","C"
"MV-CT0MG0032/G/NN/NN","Hikrobot","2048","1536","3.45","1/1.8""","Mono","Global","39","GigE","120","12","73.9","C"
"MV-CT0MG0050/G/NN/NN","Hikrobot","2448","2048","3.45","2/3""","Mono","Global","24.5","GigE","120","12","73.9","C"
