"model","manufacturer","lens_type","lens_mount","focal_length_mm","min_wd_mm","distortion_percent","image_circle_mm","megapixel_rating","recommended_min_pixel_um","pmag","nominal_wd_mm","wd_tolerance_mm","max_sensor_diagonal_mm","telecentricity_deg","dof_mm","numerical_aperture","f_number","coaxial_illumination","notes"
"MFA110-H35","COOLENS","FixedFocal","C","35","200","0.05","17.6","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA110-H50","COOLENS","FixedFocal","C","50","300","0.03","17.6","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA117-S16","COOLENS","FixedFocal","C","16","110","0.06","9.4","0","3.45","0","0","0","0","0","0","0","0","false","COOLENS MFA FA fixed focal official product list"
"MFA117-S35","COOLENS","FixedFocal","C","35","200","0.05","9.4","0","3.45","0","0","0","0","0","0","0","0","false","COOLENS MFA FA fixed focal official product list"
"MFA117-S50","COOLENS","FixedFocal","C","50","300","0.03","9.4","0","3.45","0","0","0","0","0","0","0","0","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S06","COOLENS","FixedFocal","C","6","100","0.1","9.4","0","3.45","0","0","0","0","0","0","0","1","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S08","COOLENS","FixedFocal","C","8","100","0.12","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S12V2","COOLENS","FixedFocal","C","12","100","0.2","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S16V2","COOLENS","FixedFocal","C","16","100","0.06","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S25V2","COOLENS","FixedFocal","C","25","100","0.02","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S35V2","COOLENS","FixedFocal","C","35","180","0.1","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA118-S50V2","COOLENS","FixedFocal","C","50","300","1.89","9.4","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U100","COOLENS","FixedFocal","C","100","450","0.05","20","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U18","COOLENS","FixedFocal","C","18","100","0.5","19.6","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U25","COOLENS","FixedFocal","C","25","100","0.1","19.6","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U35","COOLENS","FixedFocal","C","35","180","0.01","19.6","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U50","COOLENS","FixedFocal","C","50","300","0.05","19.6","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U70","COOLENS","FixedFocal","C","70","300","0.08","19.6","0","3.45","0","0","0","0","0","0","0","4","false","COOLENS MFA FA fixed focal official product list"
"MFA121-U75","COOLENS","FixedFocal","C","75","300","0.14","19.6","0","3.45","0","0","0","0","0","0","0","5","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S08","COOLENS","FixedFocal","C","8","110","0.5","11.4","0","3.45","0","0","0","0","0","0","0","2.6","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S12","COOLENS","FixedFocal","C","12","100","0.5","11.4","0","3.45","0","0","0","0","0","0","0","2","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S16","COOLENS","FixedFocal","C","16","100","0.2","11.4","0","3.45","0","0","0","0","0","0","0","2","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S25","COOLENS","FixedFocal","C","25","200","0.1","11.4","0","3.45","0","0","0","0","0","0","0","2","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S35","COOLENS","FixedFocal","C","35","200","0.1","11.4","0","3.45","0","0","0","0","0","0","0","2","false","COOLENS MFA FA fixed focal official product list"
"MFA230-S50","COOLENS","FixedFocal","C","50","300","0.01","11","0","3.45","0","0","0","0","0","0","0","2.8","false","COOLENS MFA FA fixed focal official product list"
"MVL-AF1828M-M42B","Hikrobot","FixedFocal","M42","18","0","0","30","18","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-AF2045M-M42","Hikrobot","FixedFocal","M42","20","0","0","30","20","3.45","0","0","0","0","0","0","0","4.5","false","Hikrobot FA lens from official product API"
"MVL-AF2524M-M42","Hikrobot","FixedFocal","M42","25","0","0","29","25","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-AF2840M-M42","Hikrobot","FixedFocal","M42","28","0","0","30","28","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-AF3528M-M42","Hikrobot","FixedFocal","M42","35","0","0","42","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-AF3528M-M42A","Hikrobot","FixedFocal","M42","35","0","0","29","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-AF4028M-M42","Hikrobot","FixedFocal","M42","40","0","0","37","40","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-AF5028M-M42A","Hikrobot","FixedFocal","M42","50","0","0","29","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-AF5040M-M42","Hikrobot","FixedFocal","M42","50","0","0","37","50","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-HF0624M-10MP","Hikrobot","FixedFocal","C","6","100","0.37","9","6","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF0628M-6MPE","Hikrobot","FixedFocal","C","6","100","0.103","9","6","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF0824M-10MP","Hikrobot","FixedFocal","C","8","100","0.67","9","8","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF0828M-6MPE","Hikrobot","FixedFocal","C","8","100","0.049","9","8","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF1224M-10MP","Hikrobot","FixedFocal","C","12","100","0.15","9","12","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF1228M-6MPE","Hikrobot","FixedFocal","C","12","100","0.005","9","12","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF1624M-10MP","Hikrobot","FixedFocal","C","16","100","0.02","9","16","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF1628M-6MPE","Hikrobot","FixedFocal","C","16","100","0.018","9","16","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF2524M-10MP","Hikrobot","FixedFocal","C","25","100","0.01","9","25","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF2528M-6MPE","Hikrobot","FixedFocal","C","25","200","0.028","9","25","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF3028M-6MPE","Hikrobot","FixedFocal","C","30","200","0.031","9","30","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF3524M-10MP","Hikrobot","FixedFocal","C","35","150","0.01","9","35","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF4028M-6MPE","Hikrobot","FixedFocal","C","40","250","0.024","9","40","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-HF5024M-10MP","Hikrobot","FixedFocal","C","50","300","0.03","9","50","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-HF5028M-6MPE","Hikrobot","FixedFocal","C","50","250","0.03","9","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF0618M-12MPE","Hikrobot","FixedFocal","C","6","100","2.5","17.6","6","3.45","0","0","0","0","0","0","0","1.8","false","Hikrobot FA lens from official product API"
"MVL-KF0814M-12MPE","Hikrobot","FixedFocal","C","8","100","5.5","17.6","8","3.45","0","0","0","0","0","0","0","1.4","false","Hikrobot FA lens from official product API"
"MVL-KF0818M-12MP","Hikrobot","FixedFocal","C","8","300","0","16","8","3.45","0","0","0","0","0","0","0","1.8","false","Hikrobot FA lens from official product API"
"MVL-KF1224M-25MP","Hikrobot","FixedFocal","C","12","100","0.39","19.3","12","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-KF1228M-12MP","Hikrobot","FixedFocal","C","12","100","0","17.6","12","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF1228M-12MPE","Hikrobot","FixedFocal","C","12","100","1.5","17.6","12","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF1624M-25MP","Hikrobot","FixedFocal","C","16","100","0.07","19.3","16","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-KF1628M-12MP","Hikrobot","FixedFocal","C","16","100","0","17.6","16","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF1628M-12MPE","Hikrobot","FixedFocal","C","16","100","0.15","17.6","16","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF1640-25MP","Hikrobot","FixedFocal","C","16","80","0.04","19.3","16","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-KF2524M-25MP","Hikrobot","FixedFocal","C","25","150","0.04","19.3","25","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-KF2528M-12MPE","Hikrobot","FixedFocal","C","25","100","0.1","17.6","25","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF2540-25MP","Hikrobot","FixedFocal","C","25","0","0.08","19.3","25","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-KF3524M-25MP","Hikrobot","FixedFocal","C","35","150","0.02","19.3","35","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-KF3528M-12MP","Hikrobot","FixedFocal","C","35","200","0","17.6","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF3528M-12MPE","Hikrobot","FixedFocal","C","35","200","0.02","17.6","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF3540-25MP","Hikrobot","FixedFocal","C","35","120","0.03","19.3","35","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-KF5024M-25MP","Hikrobot","FixedFocal","C","50","250","0.01","19.3","50","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-KF5028M-12MPE","Hikrobot","FixedFocal","C","50","300","0.04","17.6","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-KF5040-25MP","Hikrobot","FixedFocal","C","50","150","0.05","19.3","50","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-KF7528M-12MP","Hikrobot","FixedFocal","C","75","500","0","16","75","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-LF2540M-M58-65MP","Hikrobot","FixedFocal","M58","25","0","0","46","25","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF3040M-005-M72","Hikrobot","FixedFocal","M72 x P0.75","30","0","0","58","30","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF3528M-F","Hikrobot","FixedFocal","F","35","0","0","43.2","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-LF3540M-F","Hikrobot","FixedFocal","F","35","0","0","43.2","35","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF3540M-M58-65MP","Hikrobot","FixedFocal","M58","35","0","0","42","35","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF4040M-01-M72","Hikrobot","FixedFocal","M72 x P0.75","40","0","0","58","40","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF5036M-M58-65MP","Hikrobot","FixedFocal","M58","50","0","0","46","50","3.45","0","0","0","0","0","0","0","3.6","false","Hikrobot FA lens from official product API"
"MVL-LF5040M-F","Hikrobot","FixedFocal","F","50","0","0","56","50","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF6040M-013-M72","Hikrobot","FixedFocal","M72 x P0.75","60","0","0","58","60","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF6040M-0168V-M72","Hikrobot","FixedFocal","M72 x P0.75","60","0","0","60","60","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF8036M-M58-65MP","Hikrobot","FixedFocal","M58","80","0","0","46","80","3.45","0","0","0","0","0","0","0","3.6","false","Hikrobot FA lens from official product API"
"MVL-LF8040M-021V-M72","Hikrobot","FixedFocal","M72 x P0.75","80","0","0","60","80","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-LF8040M-F","Hikrobot","FixedFocal","F-moun","80","0","0","56","80","3.45","0","0","0","0","0","0","0","4","false","Hikrobot FA lens from official product API"
"MVL-MF0824M-5MPE","Hikrobot","FixedFocal","C","8","100","0","11","8","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-MF0828M-10MPE","Hikrobot","FixedFocal","C","8","100","0.42","11.2","8","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF0828M-8MP","Hikrobot","FixedFocal","C","8","100","0.28","11","8","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF1224M-5MPE","Hikrobot","FixedFocal","C","12","150","0","11","12","3.45","0","0","0","0","0","0","0","2.4","false","Hikrobot FA lens from official product API"
"MVL-MF1228M-10MPE","Hikrobot","FixedFocal","C","12","100","0.19","11.2","12","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF1228M-8MP","Hikrobot","FixedFocal","C","12","100","0.28","11","12","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF1618M-5MPE","Hikrobot","FixedFocal","C","16","200","0","11","16","3.45","0","0","0","0","0","0","0","1.8","false","Hikrobot FA lens from official product API"
"MVL-MF1628M-10MPE","Hikrobot","FixedFocal","C","16","100","0.09","11.2","16","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF1628M-8MP","Hikrobot","FixedFocal","C","16","100","0.33","11","16","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF2518M-5MPE","Hikrobot","FixedFocal","C","25","200","0","11","25","3.45","0","0","0","0","0","0","0","1.8","false","Hikrobot FA lens from official product API"
"MVL-MF2528M-10MPE","Hikrobot","FixedFocal","C","25","150","0.48","11.2","25","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF2528M-8MP","Hikrobot","FixedFocal","C","25","100","0.01","11","25","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF3518M-5MPE","Hikrobot","FixedFocal","C","35","250","0","11","35","3.45","0","0","0","0","0","0","0","1.8","false","Hikrobot FA lens from official product API"
"MVL-MF3528M-10MPE","Hikrobot","FixedFocal","C","35","150","0.24","11.2","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF3528M-8MP","Hikrobot","FixedFocal","C","35","150","0.02","11","35","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF5028M-10MPE","Hikrobot","FixedFocal","C","50","237","0.14","11.2","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF5028M-5MPE","Hikrobot","FixedFocal","C","50","400","0","11","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"MVL-MF5028M-8MP","Hikrobot","FixedFocal","C","50","400","0.01","11","50","3.45","0","0","0","0","0","0","0","2.8","false","Hikrobot FA lens from official product API"
"OPT-CZT0510X-0.5X","OPT","ObjectTelecentric","C","0","0","0.05","13.3","12","3.45","0.500","106","3.18","13.3","0.05","0","0","8","false","OPT official CZT0510X variable telecentric endpoint; 0.5X; max 1/1.2 sensor; no official DOF published"
"OPT-CZT0510X-1.0X","OPT","ObjectTelecentric","C","0","0","0.05","13.3","12","3.45","1.000","106","3.18","13.3","0.05","0","0","8","false","OPT official CZT0510X variable telecentric endpoint; 1.0X; max 1/1.2 sensor; no official DOF published"
"OPT-MH08-65C","OPT","ObjectTelecentric","C","0","0","0.083","11","5","3.45","0.800","65","1","11","0.07","1.29","0","10","true","OPT official MH08-65C telecentric; coaxial version"
"OPT-MH15-65","OPT","ObjectTelecentric","C","0","0","0.10","11","5","3.45","1.500","65","2.0","11","0.10","0","0","0","false","OPT MH telecentric; model-code PMAG/WD; confirm datasheet before final BOM"
"OPT-MH15-65C","OPT","ObjectTelecentric","C","0","0","0.10","11","5","3.45","1.500","65","2.0","11","0.10","0","0","0","true","OPT MH telecentric; model-code PMAG/WD; coaxial version; confirm datasheet before final BOM"
"OPT-MS10-65","OPT","ObjectTelecentric","C","0","0","0.10","11","5","3.45","1.000","65","2.0","11","0.10","0","0","0","false","OPT MS megapixel telecentric; model-code PMAG/WD; confirm datasheet before final BOM"
"OPT-MS25-63","OPT","ObjectTelecentric","C","0","0","0.10","11","5","3.45","2.500","63","2.0","11","0.10","0","0","0","false","OPT MS megapixel telecentric; model-code PMAG/WD; confirm datasheet before final BOM"
"OPT-TS0072-258","OPT","BiTelecentric","C","0","0","0.10","7.2","5","3.45","0.072","258","4.0","7.2","0.10","84.8","0","0","false","OPT TS bi-telecentric; max 1/2.5 sensor; datasheet DOF listed as +/-84.8mm"
"OPT-TS0090-228","OPT","BiTelecentric","C","0","0","0.10","7.2","5","3.45","0.090","228","4.0","7.2","0.10","54.3","0","0","false","OPT TS bi-telecentric; max 1/2.5 sensor; datasheet DOF listed as +/-54.3mm"
"OPT-TS0090-258","OPT","BiTelecentric","C","0","0","0.10","9.0","5","3.45","0.090","258","4.0","9.0","0.10","54.3","0","0","false","OPT TS bi-telecentric; max 1/1.8 sensor; datasheet DOF listed as +/-54.3mm"
"OPT-TS0113-189","OPT","BiTelecentric","C","0","0","0.10","7.2","5","3.45","0.113","189","3.0","7.2","0.10","34.4","0","0","false","OPT TS bi-telecentric; max 1/2.5 sensor; datasheet DOF listed as +/-34.4mm"
"OPT-TS0113-228","OPT","BiTelecentric","C","0","0","0.10","9.0","5","3.45","0.113","228","4.0","9.0","0.10","34.4","0","0","false","OPT TS bi-telecentric; max 1/1.8 sensor; datasheet DOF listed as +/-34.4mm"
"OPT-TS0113-258","OPT","BiTelecentric","C","0","0","0.10","11","5","3.45","0.113","258","4.0","11","0.10","33.8","0","0","false","OPT TS bi-telecentric; max 2/3 sensor; datasheet DOF listed as +/-33.8mm"
"OPT-TS0140-189","OPT","BiTelecentric","C","0","0","0.10","9.0","5","3.45","0.140","189","3.0","9.0","0.10","22.4","0","0","false","OPT TS bi-telecentric; max 1/1.8 sensor; datasheet DOF listed as +/-22.4mm"
"OPT-TS0142-228","OPT","BiTelecentric","C","0","0","0.10","11","5","3.45","0.142","228","4.0","11","0.10","21.8","0","0","false","OPT TS bi-telecentric; max 2/3 sensor; datasheet DOF listed as +/-21.8mm"
