"model","manufacturer","lens_type","lens_mount","focal_length_mm","min_wd_mm","distortion_percent","image_circle_mm","megapixel_rating","recommended_min_pixel_um","pmag","nominal_wd_mm","wd_tolerance_mm","max_sensor_diagonal_mm","telecentricity_deg","dof_mm","numerical_aperture","f_number","coaxial_illumination","notes"
"APO-DTJCA25M-2C-110-G","COOLENS","ObjectTelecentric","C","0","0","0.04","20","12","3.45","2","110","0","20","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"APO-DTJCA25M-2X-110-G","COOLENS","ObjectTelecentric","C","0","0","0.04","20","12","3.45","2","110","0","20","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"APO-DTJCA25M-3C-110-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","3","110","0","20","0.1","0","0","11","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"APO-DTJCA25M-3X-110-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","3","110","0","20","0.1","0","0","11","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"APO-DTJCA25M-4C-110-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","4","110","0","20","0.03","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"APO-DTJCA25M-4X-110-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","4","110","0","20","0.03","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"CS05X110ZJZ","COOLENS","ObjectTelecentric","C","0","0","0.2","11","5","3.45","0.5","110","0","11","0.2","1.5","0","9.6","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CS11063X-V3TF","COOLENS","ObjectTelecentric","C","0","0","0.1","18","12","3.45","0.63","110","0","18","0.1","0","0","7","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CS1X110-TF","COOLENS","ObjectTelecentric","C","0","0","0.04","11","5","3.45","1","108","0","11","0.05","0.6","0","7","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CS20X108ZJZ","COOLENS","ObjectTelecentric","C","0","0","0.04","11","5","3.45","2","108","0","11","0.05","0.2","0","10.5","true","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSCT05X180-TFC","COOLENS","ObjectTelecentric","C","0","0","0.6","8","5","3.45","0.5","180","0","8","0.1","3.2","0","10","true","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSDT121X6.6-TF","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3.025","61","0","20","0.01","0.1","0","9.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"CST-A7528-5M","CST","FixedFocal","C","75","500","0.05","9","5","3.45","0","0","0","0","0","0","0","2.8","false","CST 1/1.8 5MP FA lens"
"CST-TL11003DH","CST","BiTelecentric","C","0","0","0.025","11","12","16.4","0.3","110","3.3","11","0.1","8.2","0","7.5","true","CST high-resolution bi-telecentric lens"
"CST-TL11003H","CST","BiTelecentric","C","0","0","0.065","11","12","16.4","0.3","110","3.3","11","0.1","8.7","0","7.5","false","CST high-resolution bi-telecentric lens"
"CST-TL11004DH","CST","BiTelecentric","C","0","0","0.011","11","12","13.2","0.4","110","3.3","11","0.25","5.2","0","8","true","CST high-resolution bi-telecentric lens"
"CST-TL11004H","CST","BiTelecentric","C","0","0","0.02","11","12","13.2","0.4","110","3.3","11","0.25","5.2","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL11005","CST","ObjectTelecentric","C","0","0","0.05","11","12","12","0.5","110","3.3","11","0.1","6.4","0","9.3","false","CST standard object-side telecentric lens"
"CST-TL11005D","CST","ObjectTelecentric","C","0","0","0.05","11","12","12","0.5","110","3.3","11","0.1","6.4","0","9.3","true","CST standard object-side telecentric lens"
"CST-TL11010","CST","ObjectTelecentric","C","0","0","0","11","12","7.4","1","110","3.3","11","0.1","2.2","0","11","false","CST standard object-side telecentric lens"
"CST-TL11010D","CST","ObjectTelecentric","C","0","0","0","11","12","7.4","1","110","3.3","11","0.1","2.2","0","11","true","CST standard object-side telecentric lens"
"CST-TL11020","CST","ObjectTelecentric","C","0","0","0.05","11","12","4.5","2","110","3.3","11","0.1","0.5","0","13.6","false","CST standard object-side telecentric lens"
"CST-TL11020D","CST","ObjectTelecentric","C","0","0","0.05","11","12","4.5","2","110","3.3","11","0.1","0.5","0","13.6","true","CST standard object-side telecentric lens"
"CST-TL11040","CST","ObjectTelecentric","C","0","0","0.05","11","12","3.7","4","110","3.3","11","0.1","0.24","0","22","false","CST standard object-side telecentric lens"
"CST-TL11040D","CST","ObjectTelecentric","C","0","0","0.05","11","12","3.7","4","110","3.3","11","0.1","0.24","0","22","true","CST standard object-side telecentric lens"
"CST-TL11060","CST","ObjectTelecentric","C","0","0","0.02","11","12","4","6","110","3.3","11","0.1","0.18","0","35","false","CST standard object-side telecentric lens"
"CST-TL11060D","CST","ObjectTelecentric","C","0","0","0.02","11","12","4","6","110","3.3","11","0.1","0.18","0","35","true","CST standard object-side telecentric lens"
"CST-TL150022H","CST","BiTelecentric","C","0","0","0.03","11","12","24.1","0.22","150","4.5","11","0.032","17.4","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL150024H","CST","BiTelecentric","C","0","0","0.03","11","12","22","0.24","150","4.5","11","0.031","14.6","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL15002H","CST","BiTelecentric","C","0","0","0.03","11","12","26.4","0.2","150","4.5","11","0.039","21","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL167018H","CST","BiTelecentric","C","0","0","0.014","11","12","10.6","0.188","167","5.01","11","0.009","8.4","0","6.4","false","CST high-resolution bi-telecentric lens"
"CST-TL167022H","CST","BiTelecentric","C","0","0","0.03","11","12","18","0.22","167","5.01","11","0.008","8.4","0","6.4","false","CST high-resolution bi-telecentric lens"
"CST-TL178014H","CST","BiTelecentric","C","0","0","0.06","11","12","37.9","0.14","178","5.34","11","0.031","43.2","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL178016H","CST","BiTelecentric","C","0","0","0.06","11","12","33","0.16","178","5.34","11","0.029","33","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL178018H","CST","BiTelecentric","C","0","0","0.055","11","12","30","0.18","178","5.34","11","0.031","26","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL17805DH","CST","BiTelecentric","C","0","0","0.001","11","12","9.2","0.5","178","5.34","11","0.11","2.9","0","7","true","CST high-resolution bi-telecentric lens"
"CST-TL17805H","CST","BiTelecentric","C","0","0","0.001","11","12","9.2","0.5","178","5.34","11","0.11","2.9","0","7","false","CST high-resolution bi-telecentric lens"
"CST-TL184036H","CST","BiTelecentric","C","0","0","0.01","22","12","18","0.367","184.4","5.53","22","0.08","6.2","0","5.9","false","CST high-resolution bi-telecentric lens"
"CST-TL250012H","CST","BiTelecentric","C","0","0","0.04","11","12","43.7","0.12","250","7.5","11","0.036","58","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL25001H","CST","BiTelecentric","C","0","0","0.05","11","12","52.8","0.1","250","7.5","11","0.036","85","0","8","false","CST high-resolution bi-telecentric lens"
"CST-TL25D90-H","CST","ObjectTelecentric","C","0","0","0.059","17.6","12","4.5","1.25","90","2.7","17.6","0.1","0.6","0","8.4","true","CST object-side telecentric lens from official standard telecentric table"
"CST-TL4175-1M","CST","ObjectTelecentric","C","0","0","0.122","17.6","12","11.3","0.4","175","5.25","17.6","0.1","4.4","0","6.8","false","CST object-side telecentric lens from official standard telecentric table"
"CST-TL6503DH","CST","BiTelecentric","C","0","0","0.05","11","12","16.5","0.3","65","1.95","11","0.07","8.8","0","7.5","true","CST high-resolution bi-telecentric lens"
"CST-TL6503H","CST","BiTelecentric","C","0","0","0.043","11","12","16.5","0.3","65","1.95","11","0.044","8.8","0","7.5","false","CST high-resolution bi-telecentric lens"
"CST-TL6505DH","CST","BiTelecentric","C","0","0","0.001","11","12","8","0.5","65","1.95","11","0.25","2.54","0","6","true","CST high-resolution bi-telecentric lens"
"CST-TL6505H","CST","BiTelecentric","C","0","0","0.001","11","12","8","0.5","65","1.95","11","0.25","2.54","0","6","false","CST high-resolution bi-telecentric lens"
"CST-TL6508","CST","ObjectTelecentric","C","0","0","0.09","11","12","8.25","0.8","65","1.95","11","0.1","1.7","0","10","false","CST standard object-side telecentric lens"
"CST-TL6508D","CST","ObjectTelecentric","C","0","0","0.09","11","12","8.25","0.8","65","1.95","11","0.1","1.7","0","10","true","CST standard object-side telecentric lens"
"CST-TL6510","CST","ObjectTelecentric","C","0","0","0.04","11","12","7.33","1","65","1.95","11","0.1","1.2","0","11.1","false","CST standard object-side telecentric lens"
"CST-TL6510D","CST","ObjectTelecentric","C","0","0","0.04","11","12","7.33","1","65","1.95","11","0.1","1.2","0","11.1","true","CST standard object-side telecentric lens"
"CST-TL6515","CST","ObjectTelecentric","C","0","0","0.099","11","12","5.2","1.5","65","1.95","11","0.15","0.51","0","11.9","false","CST standard object-side telecentric lens"
"CST-TL6515D","CST","ObjectTelecentric","C","0","0","0.099","11","12","5.2","1.5","65","1.95","11","0.15","0.51","0","11.9","true","CST standard object-side telecentric lens"
"CST-TL6520","CST","ObjectTelecentric","C","0","0","0.039","11","12","4.5","2.14","65","1.95","11","0.11","0.34","0","14.4","false","CST standard object-side telecentric lens"
"CST-TL6520D","CST","ObjectTelecentric","C","0","0","0.039","11","12","4.5","2.14","65","1.95","11","0.11","0.34","0","14.4","true","CST standard object-side telecentric lens"
"CST-TL6530","CST","ObjectTelecentric","C","0","0","0.038","11","12","3.5","3","65","1.95","11","0.15","0.18","0","15.7","false","CST standard object-side telecentric lens"
"CST-TL6530D","CST","ObjectTelecentric","C","0","0","0.038","11","12","3.5","3","65","1.95","11","0.15","0.18","0","15.7","true","CST standard object-side telecentric lens"
"CST-TL6540","CST","ObjectTelecentric","C","0","0","0.064","11","12","3","4","65","1.95","11","0.11","0.1","0","17.7","false","CST standard object-side telecentric lens"
"CST-TL6540D","CST","ObjectTelecentric","C","0","0","0.064","11","12","3","4","65","1.95","11","0.11","0.1","0","17.7","true","CST standard object-side telecentric lens"
"CST-TL6560","CST","ObjectTelecentric","C","0","0","0.03","11","12","3","6","65","1.95","11","0.15","0.07","0","26.8","false","CST standard object-side telecentric lens"
"CST-TL6560D","CST","ObjectTelecentric","C","0","0","0.03","11","12","3","6","65","1.95","11","0.15","0.07","0","26.8","true","CST standard object-side telecentric lens"
"CST-YB1220-12M","CST","FixedFocal","C","12","150","0.12","11","12","3.45","0","0","0","0","0","0","0","2","false","CST 2/3 12MP YB FA lens"
"CST-YB2520-12M","CST","FixedFocal","C","25","200","0.12","11","12","3.45","0","0","0","0","0","0","0","2","false","CST 2/3 12MP YB FA lens"
"CSTF-DTCM110-42ZJZ","COOLENS","ObjectTelecentric","C","0","0","0.1","16.6","12","3.45","0.395","118","3","16.6","0.1","4.1","0","6.5","false","COOLENS DTCA high-performance industrial lens official list; FOV 42 mm"
"CSWH-03X110V3TF","COOLENS","ObjectTelecentric","C","0","0","0.02","11","5","3.45","0.3","110","0","11","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSWK07-108X110V2","COOLENS","ObjectTelecentric","C","0","0","0.05","18","12","3.45","0.7","108","0","18","0.04","1.1","0","7","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSWK10-110TF","COOLENS","ObjectTelecentric","C","0","0","0.1","18.4","12","3.45","1","110","2","18.4","0.1","0","0","7","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSWK20-110-TFC","COOLENS","ObjectTelecentric","C","0","0","0.1","18","12","3.45","2","110","2","18","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"CSWK20-150AT-TFC","COOLENS","ObjectTelecentric","C","0","0","0.4","11","5","7.8","2","150","2","11","0.01","0.5","0.04274","23","false","COOLENS CSWK20-150AT-TFC official product detail; FOV 4.2x3.6mm at 2/3 sensor"
"DTCA0313-372-M72-19.5-AL","COOLENS","ObjectTelecentric","M72","0","0","0.1","67.6","20","3.45","0.313","372","5","67.6","0.1","3.2","0","7.9","false","COOLENS DTCA high-performance industrial lens official list; FOV mm"
"DTCA039-118-AL-D70","COOLENS","ObjectTelecentric","C","0","0","0.045","16.6","12","3.45","0.395","118","3","16.6","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 42 mm"
"DTCA039-118-AL-D85","COOLENS","ObjectTelecentric","C","0","0","0.045","16.6","12","3.45","0.395","118","3","16.6","0.1","0","0","0","false","COOLENS DTCA high-performance industrial lens official list; FOV 42 mm"
"DTCA110-215-AL","COOLENS","ObjectTelecentric","C","0","0","0.05","16","12","3.45","0.075","220","2","16","0.1","30.9","0","4.35","false","COOLENS DTCA high-performance industrial lens official list; FOV 215 mm"
"DTCA121-10","COOLENS","ObjectTelecentric","C","0","0","0.02","20","12","3.45","2","63","0","20","0.03","0.13","0","6.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"DTCA121-10C","COOLENS","ObjectTelecentric","C","0","0","0.2","20","12","3.45","2","63","0","20","0.1","0.07","0","6.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"DTCA121-10CL","COOLENS","ObjectTelecentric","C","0","0","0.02","20","12","3.45","2","63","0","20","0.03","0.13","0","6.6","true","COOLENS DTCA high-performance industrial lens official list; FOV 10 mm"
"DTCA121-13.3-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","1.5","65","0","20","0.1","0","0","5.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 13.3 mm"
"DTCA121-13.3C-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","1.5","65","0","20","0.1","0.2","0","5.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 13.3 mm"
"DTCA121-13.3CL-G","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","1.5","65","0","20","0.1","0","0","5.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 13.3 mm"
"DTCA121-14.8-G","COOLENS","ObjectTelecentric","C","0","0","0.04","20","12","3.45","1.35","67","0","20","0.09","0.2","0","5.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 14.8 mm"
"DTCA121-14.8C-G","COOLENS","ObjectTelecentric","C","0","0","0.04","20","12","3.45","1.35","67","0","20","0.09","0.2","0","5.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 14.8 mm"
"DTCA121-14.8CL-G","COOLENS","ObjectTelecentric","C","0","0","0.04","20","12","3.45","1.35","67","0","20","0.09","0.2","0","5.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 14.8 mm"
"DTCA121-20-G","COOLENS","ObjectTelecentric","C","0","0","0.045","20","12","3.45","1","80","0","20","0.1","0.4","0","5.3","false","COOLENS DTCA high-performance industrial lens official list; FOV 20 mm"
"DTCA121-20C-G","COOLENS","ObjectTelecentric","C","0","0","0.045","20","12","3.45","1","80","0","20","0.1","0.4","0","5.3","false","COOLENS DTCA high-performance industrial lens official list; FOV 20 mm"
"DTCA121-20CL-G","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","1","80","0","20","0.1","0.4","0","5.3","false","COOLENS DTCA high-performance industrial lens official list; FOV 20 mm"
"DTCA121-22.2-G","COOLENS","ObjectTelecentric","C","0","0","0.043","20","12","3.45","0.9","90","0","20","0.1","0.5","0","5","false","COOLENS DTCA high-performance industrial lens official list; FOV 22.2 mm"
"DTCA121-22.2C-G","COOLENS","ObjectTelecentric","C","0","0","0.043","20","12","3.45","0.9","90","0","20","0.1","0.5","0","5","false","COOLENS DTCA high-performance industrial lens official list; FOV 22.2 mm"
"DTCA121-22.2CL-G","COOLENS","ObjectTelecentric","C","0","0","0.043","20","12","3.45","0.9","90","0","20","0.1","0.5","0","5","false","COOLENS DTCA high-performance industrial lens official list; FOV 22.2 mm"
"DTCA121-5","COOLENS","ObjectTelecentric","C","0","0","0.08","20","12","3.45","4","45","0","20","0.08","0.06","0","11.7","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5-G","COOLENS","ObjectTelecentric","C","0","0","0.08","20","12","3.45","4","45","1","20","3.6","0.03","0","11.7","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5C","COOLENS","ObjectTelecentric","C","0","0","0.08","20","12","3.45","4","45","0","20","0.08","0.06","0","11.7","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5C-GV2","COOLENS","ObjectTelecentric","C","0","0","0.0005","20","12","3.45","4","60","0","20","0.12","0.05","0","9.9","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5CL","COOLENS","ObjectTelecentric","C","0","0","0.08","20","12","3.45","4","45","0","20","0.08","0.06","0","11.7","true","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5CL-GV2","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","4","60","0","20","0.12","0.05","0","9.9","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-5V2","COOLENS","ObjectTelecentric","C","0","0","0.0005","20","12","3.45","4","60","0","20","0.12","0","0","9.9","false","COOLENS DTCA high-performance industrial lens official list; FOV 5 mm"
"DTCA121-6.6","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3.025","61","0","20","0.01","0.1","0","9.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"DTCA121-6.6C","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3.025","61","0","20","0.01","0.1","0","9.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"DTCA121-6.6CL","COOLENS","ObjectTelecentric","C","0","0","0.1","20","12","3.45","3.025","61","0","20","0.01","0.1","0","9.4","false","COOLENS DTCA high-performance industrial lens official list; FOV 6.6 mm"
"DTCA121-7.3","COOLENS","ObjectTelecentric","C","0","0","0.06","20","12","3.45","2.74","64","0","20","0.005","0.1","0","8.5","false","COOLENS DTCA high-performance industrial lens official list; FOV 7.3 mm"
"DTCA121-7.3C","COOLENS","ObjectTelecentric","C","0","0","0.06","20","12","3.45","2.74","64","0","20","0.005","0.1","0","8.5","false","COOLENS DTCA high-performance industrial lens official list; FOV 7.3 mm"
"DTCA121-7.3CL","COOLENS","ObjectTelecentric","C","0","0","0.06","20","12","3.45","2.74","64","0","20","0.005","0.1","0","8.5","false","COOLENS DTCA high-performance industrial lens official list; FOV 7.3 mm"
"DTCA121-80-G-AL","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","0.25","240","0","20","0.1","7.7","0","6","false","COOLENS DTCA high-performance industrial lens official list; FOV 80 mm"
"DTCA121-80C-G-AL","COOLENS","ObjectTelecentric","C","0","0","0.05","20","12","3.45","0.25","240","0","20","0.1","7.7","0","6","true","COOLENS DTCA high-performance industrial lens official list; FOV 80 mm"
"DTCA138-56-G-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.063","13.8","5","3.45","0.25","250","3","13.8","0.1","6.4","0","5","false","COOLENS DTCA high-performance industrial lens official list; FOV 56 mm"
"DTCA138-56C-G-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.063","13.8","5","3.45","0.25","250","3","13.8","0.1","6.4","0","5","true","COOLENS DTCA high-performance industrial lens official list; FOV 56 mm"
"DTCA150M-22.4-G-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.01","66.7","20","3.45","3","60.5","0","66.7","0.1","0.078","0","8.8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 22.4 mm"
"DTCA150M-22.4C-G-M72-19.5-AL(8)","COOLENS","BiTelecentric","M72","0","0","0.01","66.7","20","3.45","3","60.5","0","66.7","0.1","0.078","0","8.8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 22.4 mm"
"DTCA150M-8.9-G-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.04","66.7","20","3.45","7.5","49","0","66.7","0.09","0.026","0","18.4","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 8.9 mm"
"DTCA150M-8.9C-G-M72-19.5-AL(8)","COOLENS","BiTelecentric","M72","0","0","0.04","66.7","20","3.45","7.5","49","0","66.7","0.09","0.026","0","18.4","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 8.9 mm"
"DTCA16K-62-M72-AL","COOLENS","BiTelecentric","M72","0","0","0.1","62","20","3.45","1","102","2","62","0.62","0.3","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 62 mm"
"DTCA16K-72.7-M72-AL","COOLENS","BiTelecentric","M72","0","0","0.1","62","20","3.45","0.853","125","3","62","0.3","0.3","0","6","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 72.7 mm"
"DTCA16K-88G-M72-AL","COOLENS","BiTelecentric","M72","0","0","0.1","62","20","3.45","0.705","125","3","62","0.3","0.4","0","5","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 88 mm"
"DTCA175-15.7-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.05","29","20","3.45","1.846","71","1","29","0.08","0","0","20","false","COOLENS DTCA high-performance industrial lens official list; FOV 15.7 mm"
"DTCA175-28.2-128-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","28.2","20","3.45","1","128","0","28.2","0.05","0.9","0","11","false","COOLENS DTCA high-performance industrial lens official list; FOV 28.2 mm"
"DTCA175-28.2C-128-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","28.2","20","3.45","1","128","0","28.2","0.05","0.9","0","11","true","COOLENS DTCA high-performance industrial lens official list; FOV 28.2 mm"
"DTCA175-51-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.05","29","20","3.45","0.55","220","0","29","0.09","0","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 51.2 mm"
"DTCA175-51C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.05","29","20","3.45","0.55","220","0","29","0.09","0","0","8","true","COOLENS DTCA high-performance industrial lens official list; FOV 51.2 mm"
"DTCA175-61.4-G-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.006","28.2","20","3.45","0.46","250","0","28.2","0.1","0","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 61.4 mm"
"DTCA175-61.4C-G-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.006","28.2","20","3.45","0.46","250","0","28.2","0.1","0","0","8","true","COOLENS DTCA high-performance industrial lens official list; FOV 61.4 mm"
"DTCA185-46.8-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.0012","30","20","3.45","0.64","220","2","30","0.01","3.1","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 46.8 mm"
"DTCA185-66-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.03","30","20","3.45","0.454","250","2","30","0.08","3.1","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 66 mm"
"DTCA185-66C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.03","30","20","3.45","0.454","250","2","30","0.08","3.1","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 66 mm"
"DTCA185-81-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","30","20","3.45","0.37","250","0","30","0.1","0","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 81 mm"
"DTCA185-81C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","30","20","3.45","0.37","250","0","30","0.1","0","0","8","true","COOLENS DTCA high-performance industrial lens official list; FOV 81 mm"
"DTCA185-96-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.035","30","20","3.45","0.31","250","0","30","0.1","6.7","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 96.9 mm"
"DTCA210-11.8-M58","COOLENS","ObjectTelecentric","M58","0","0","0.02","33","20","3.45","2.8","90","0","33","7.9","0.1","0","11","false","COOLENS DTCA high-performance industrial lens official list; FOV 11.8 mm"
"DTCA210-11.8C-M58","COOLENS","ObjectTelecentric","M58","0","0","0.02","33","20","3.45","2.8","90","0","33","7.9","0.1","0","11","true","COOLENS DTCA high-performance industrial lens official list; FOV 11.8 mm"
"DTCA210-215-M42-AL","COOLENS","ObjectTelecentric","M42","0","0","0.1","2","5","3.45","0.1536","220","3","2","0.1","13.6","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 215 mm"
"DTCA210-44.8-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.1","33","20","3.45","0.737","90","0","33","4.7","1.1","0","7.8","false","COOLENS DTCA high-performance industrial lens official list; FOV 44.8 mm"
"DTCA230-22C","COOLENS","ObjectTelecentric","C","0","0","0.1","11","5","3.45","0.5","65","1","11","0.1","0.8","0","5","true","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTCA230-22L","COOLENS","ObjectTelecentric","C","0","0","0.1","11","5","3.45","0.5","65","1","11","0.1","0.8","0","5","false","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTCA230-27.5","COOLENS","ObjectTelecentric","C","0","0","0.03","11","5","3.45","0.4","85","2","11","0.1","1.1","0","4.5","false","COOLENS DTCA high-performance industrial lens official list; FOV 27.5 mm"
"DTCA230-27.5C","COOLENS","ObjectTelecentric","C","0","0","0.03","11","5","3.45","0.4","85","2","11","0.1","1.1","0","4.5","true","COOLENS DTCA high-performance industrial lens official list; FOV 27.5 mm"
"DTCA23K-63-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.03","23","20","3.45","1.3","145","3","23","0.04","0.18","0","7.5","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 63 mm"
"DTCA23K-93.7-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.03","23","20","3.45","0.875","140","3","23","0.08","0.5","0","9.5","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 93.72 mm"
"DTCA24K-44-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.045","88","20","3.45","2","118","3","88","0.1","0.05","0","4.8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 44 mm"
"DTCA24K-58.7-G-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.05","88","20","3.45","1.499","122","2","88","0.1","0.3","0","7.3","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 58.7 mm"
"DTCA24K-62-M90-AL","COOLENS","BiTelecentric","M90","0","0","0.1","88","20","3.45","1.419","123","3","88","0.1","0.1","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 62 mm"
"DTCA24K-62-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.1","88","20","3.45","1.419","123","3","88","0.1","0.1","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 62 mm"
"DTCA24K-75-M90-AL","COOLENS","BiTelecentric","M90","0","0","0.1","88","20","3.45","1.173","152","3","88","0.1","0.2","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 75 mm"
"DTCA24K-75-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.1","88","20","3.45","1.173","152","3","88","0.1","0.2","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 75 mm"
"DTCA24K-79-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.01","88","20","3.45","1.11","150","3","88","0.2","0.2","0","7","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 79.2 mm"
